query_id,Query,Dataset,Failure Type,Doc in Top-5
q_f49839f54825a71e,what defeats rock type pokemon,ms_marco,Semantic Miss,0
q_94536f6c5573b71d,how to get rid of grey hair naturally at home,ms_marco,Semantic Miss,0
q_73c6396e210c96c0,are papillons hypoallergenic,ms_marco,Ranking Error,1
q_a4a5e73caa0efc85,What was the last name of the designers of Newcastle's library?,squad,Ranking Error,1
q_16c9379de46cd2ab,how long does pork last in fridge,ms_marco,Ranking Error,1
q_69b02210b11d324e,who does the dod oversee,ms_marco,Semantic Miss,0
q_200229453bd7d71a,unit charge definition,ms_marco,Ranking Error,1
q_b13e9cece590f08b,procedural committee definition,ms_marco,Ranking Error,1
q_ff42314efd9dcae2,how much is lipscomb university tuition,ms_marco,Ranking Error,1
q_06769b02b93fcd0c,is sesame a legume,ms_marco,Ranking Error,1
q_92fb075df3c58858,what is tectyl coating,ms_marco,Semantic Miss,0
q_e6a1c69b42767a26,the brain is made up of about nerve cells,ms_marco,Ranking Error,1
q_b7e93cff3f078689,harmful effects of microorganisms to plants,ms_marco,Ranking Error,1
q_4e554952e11a8e03,"Thesis, antithesis, synthesis is also known as",ms_marco,Ranking Error,1
q_1bfeb918ac3fa1ce,what is waste water plant effluent,ms_marco,Semantic Miss,0
q_69fcd2d4d81078dd,is pleurisy contagious,ms_marco,Ranking Error,1
q_5bbba321156b7adc,do employer rrsp contributions count as income,ms_marco,Ranking Error,1
q_21009470ce4f401a,what is meter in literature,ms_marco,Ranking Error,1
q_b8c7f12ad96eb1a1,what is thyroid eye disease,ms_marco,Semantic Miss,0
q_17592502a69d9ee6,what are phoenicians in ancient history,ms_marco,Ranking Error,1
q_ab0b6a10fe70abfc,total carbs per day,ms_marco,Semantic Miss,0
q_edfba9f72befbdd1,slate roof cost,ms_marco,Ranking Error,1
q_ee0c6e26c1db3514,how much does it cost to change a jetblue flight,ms_marco,Ranking Error,1
q_ac5763bdf9f4d842,what are curcuminoids,ms_marco,Ranking Error,1
q_967b0081f01a9d83,what is dimeric,ms_marco,Ranking Error,1
q_027eca3ae45d9b95,what is balik ekmek,ms_marco,Semantic Miss,0
q_5b44c7e9131e0c38,What does 'Pax Mongolica' mean?,squad,Ranking Error,1
q_53a8ad69c970173f,what are alcoholic spirits,ms_marco,Ranking Error,1
q_ac216f7ce4ac0e04,how do i turn off frequently visited sites on my ipad,ms_marco,Semantic Miss,0
q_26561d411fce3f3c,what is purines,ms_marco,Ranking Error,1
q_d7a443168a7bd52c,Peform build.,code_search_net,Ranking Error,1
q_b60da21210ad648f,what kind of dogs are boxers,ms_marco,Semantic Miss,0
q_eca233224541fd1c,how long does it take for a college refund check to get mailed,ms_marco,Ranking Error,1
q_ce8d15fc1597f143,what phylum and class is a sea pork,ms_marco,Ranking Error,1
q_fb51dcef68dcddc8,how much does webydo cost,ms_marco,Ranking Error,1
q_ee6aef4220cf2b5f,how long does it take to charge a panasonic camera battery,ms_marco,Ranking Error,1
q_1dcf6f7908e1ac4b,how is the alveolar structure related to its function,ms_marco,Ranking Error,1
q_d8a07d7e3ff02f52,is graphite conductive,ms_marco,Ranking Error,1
q_5a9fff773ce0164d,what do sensory nerves do,ms_marco,Semantic Miss,0
q_a103e7fad1bb9ed9,Is Polyvore a Store,ms_marco,Ranking Error,1
q_9eea092ef10ed7af,how much is a kitchen remodel,ms_marco,Ranking Error,1
q_2af39e31d3fdc5dd,how much does it cost to paint kitchen cabinets,ms_marco,Ranking Error,1
q_afdd19c163bac126,bad behaviour in schools statistics,ms_marco,Semantic Miss,0
q_8e2b77a98f07b0fe,what does multicast querier mean,ms_marco,Ranking Error,1
q_63360dc7317eee57,organelle responsible for aerobic cellular respiration,ms_marco,Ranking Error,1
q_15e3acdeef77ccc2,how is a cyclone measured,ms_marco,Semantic Miss,0
q_b2e0ae5201f282bc,how do i know what amount of caffeine is right for me,ms_marco,Ranking Error,1
q_e44e6dcd9e91c62d,concrete cost per yard,ms_marco,Ranking Error,1
q_6daa3974c785cfc6,how long does a cat pregnancy last,ms_marco,Ranking Error,1
q_b8b8430c30ce532c,average us employee salary,ms_marco,Ranking Error,1
q_c968039d2cfe50dc,what does coagulase do,ms_marco,Semantic Miss,0
q_72590c9334109e47,what is antimony pentafluoride used for,ms_marco,Ranking Error,1
q_202a80fc5e418b55,can too much orange juice make you sick,ms_marco,Ranking Error,1
q_e99131b128b06689,what are geodes,ms_marco,Semantic Miss,0
q_9aa7aeeade10220f,what is the highest mountain of ireland,ms_marco,Ranking Error,1
q_c5a5e032760a0009,how to get spin from a wedge shot,ms_marco,Ranking Error,1
q_123cd5425a1fe7a7,what is a hookah used for,ms_marco,Ranking Error,1
q_91e6de00331b3a6d,temperature at which gasoline will ignite,ms_marco,Semantic Miss,0
q_45e34c8e16d8271f,Bog destruction in scotland is an example of the widespread loss of what kind of habitat?,sciq,Ranking Error,1
q_f36c15b458fa0f6c,why was archduke shot,ms_marco,Semantic Miss,0
q_b3f529ba7b600a05,types of technologies used in business,ms_marco,Ranking Error,1
q_597db448bfe2de93,where is the prefix gynéco- derived from,ms_marco,Ranking Error,1
q_696149f68d69c0bd,how much does a vic check cost,ms_marco,Ranking Error,1
q_9a07c1dfb1b63d15,what materials is made of weathered rock,ms_marco,Ranking Error,1
q_a6f022bd32a2d5fd,where does the name lantana come from,ms_marco,Semantic Miss,0
q_28c09bb3317cecbe,cells where genetic material that is not contained in a nucleus,ms_marco,Ranking Error,1
q_126c9c2babec9c3d,What does zhèng mean?,squad,Ranking Error,1
q_4315ce71adda673b,what removes mold from roof shingles,ms_marco,Ranking Error,1
q_26f1d3c705fdd9cf,cost to attend GCSU,ms_marco,Ranking Error,1
q_84165f521a4513d0,average salary for a pediatrician in florida,ms_marco,Ranking Error,1
q_b830755444d9704f,different types of helminth worms,ms_marco,Ranking Error,1
q_390b17eb88138960,what is a mitral valve defect,ms_marco,Semantic Miss,0
q_1decf1a1d1fb04f9,cost of gyprocking a house,ms_marco,Ranking Error,1
q_a76c35046673f1ac,what is parkerized finish,ms_marco,Semantic Miss,0
q_0ecfbbe031bbe296,what is a QTL,ms_marco,Ranking Error,1
q_4ca56d0c5f8d2ba3,temp to bake boneless skinless chicken thighs,ms_marco,Ranking Error,1
q_94da50cdf720351c,what is the range for normal blood glucose levels,ms_marco,Ranking Error,1
q_223864282841d99f,how much income can you make and still contribute to an ira,ms_marco,Ranking Error,1
q_7581cdd83c7ec5df,can you carry hair gel on a plane,ms_marco,Ranking Error,1
q_31789a80f35d8821,what is single malt whisky,ms_marco,Semantic Miss,0
q_e933b84ce6038327,where are puffins from,ms_marco,Ranking Error,1
q_a2735aec7c97ad25,how much is pregnancy period in dogs,ms_marco,Ranking Error,1
q_635c1086443bf4bb,What fluid is most prevalent in your body?,sciq,Ranking Error,1
q_0f5cf0dd2ddef459,do i need an esta to drive from canada to usa,ms_marco,Ranking Error,1
q_57a2d425786fb1f3,what does ana blood test for,ms_marco,Ranking Error,1
q_3be6961fbc9f3454,cystic fibrosis location of genetic cause,ms_marco,Ranking Error,1
q_a0743d004f40429b,what is a goddess,ms_marco,Ranking Error,1
q_2c500236e3b97bd5,what are the causes of shortness of breath,ms_marco,Semantic Miss,0
q_86f4ae8ead58eac6,what does an HR coordinator do,ms_marco,Ranking Error,1
q_bf8de9894e2f5da6,fan motor cost for air conditioner,ms_marco,Semantic Miss,0
q_f096c82c98f302db,what is a bandog,ms_marco,Ranking Error,1
q_8307916433e24d42,sr benefits analyst salary,ms_marco,Ranking Error,1
q_189528d38db1c5e4,what are the mammary glands of the female,ms_marco,Ranking Error,1
q_ede5f91f755cf918,cost to drywall a room,ms_marco,Semantic Miss,0
q_5449ad0d36eac6e7,what does resetting your network settings on iphone do,ms_marco,Ranking Error,1
q_203c45efe70277da,what was darwin greatest scientific contribution to evolutionary theory,ms_marco,Ranking Error,1
q_3935aa2ad8ce6aa5,where are Persians from,ms_marco,Ranking Error,1
q_4bc2f68df962642b,what happens to cookies with too much baking soda,ms_marco,Ranking Error,1
q_c666bdbf17762866,what are the major organs in the respiratory system and their functions,ms_marco,Ranking Error,1
q_5f21402fae8b2865,when was the rabbit first introduced to australia,ms_marco,Ranking Error,1
q_70c121a313996e58,where does graphite come from,ms_marco,Semantic Miss,0
q_5d242a7cc8f21297,what disease is classified hiv,ms_marco,Ranking Error,1
q_ed1cf2aab2ac16d5,what is a moonroof,ms_marco,Ranking Error,1
q_d178d54d32f9ba90,what is PVF meaning,ms_marco,Ranking Error,1
q_2ef52faa35ff0c1e,how long chicken eggs incubate,ms_marco,Semantic Miss,0
q_bbed692299607143,Which type of livestock was the argricultural region known for?,squad,Ranking Error,1
q_2864f799830ddf5e,what is pravastatin,ms_marco,Ranking Error,1
q_13fb4938c98c3c68,where is benidorm the programme filmed,ms_marco,Ranking Error,1
q_3fc89d48281297f7,what does soil pollution happen,ms_marco,Ranking Error,1
q_bd8534199c9b4616,what do the kidneys do in the digestive system,ms_marco,Ranking Error,1
q_b7fe682171887bfb,启动队列服务[开发中],code_search_net,Ranking Error,1
q_296bb46a04c4ce16,how much does an estate lawyer cost,ms_marco,Ranking Error,1
q_b1dd98670efd4f79,show calculation celsius to kelvin,ms_marco,Ranking Error,1
q_64101698c6f7d0b2,dangers of taking wellbutrin,ms_marco,Ranking Error,1
q_6b911dcd47b595b3,Who is most likely to be doing formal teaching?,squad,Ranking Error,1
q_18cb3b99cdeb8cb5,medical definition lateral,ms_marco,Ranking Error,1
q_378ac62034502be4,what are the organisms classified in the phylum chordata,ms_marco,Ranking Error,1
q_4ccbea6474a52317,what are nerve reflexes,ms_marco,Semantic Miss,0
q_69c6669e40bd58ce,causes of dysuria,ms_marco,Ranking Error,1
q_f500ad6fa8441ec8,what tissues are plants covered in,ms_marco,Semantic Miss,0
q_632790c886b3ad1c,how long cook a baked potato in the oven,ms_marco,Ranking Error,1
q_e04e3d90e64e22a3,what is nunavut,ms_marco,Ranking Error,1
q_09d6a35abd582e54,what ethnicity is actor christian keyes,ms_marco,Ranking Error,1
q_dcd2788d1662aa3a,where can the opal stone be found,ms_marco,Ranking Error,1
q_ee5d617fc425ad60,how many calories in idli,ms_marco,Ranking Error,1
q_924ef76ba3eed4fa,What happened to his lab?,squad,Ranking Error,1
q_a079f5f91306f807,what is a birthstone,ms_marco,Ranking Error,1
q_a05536c5adb58969,how thick does concrete have to be for a driveway,ms_marco,Semantic Miss,0
q_e7fe814d7f1c5f15,what will happen if i put egg in my hair,ms_marco,Ranking Error,1
q_f693eb84f2769951,"Fractures, rickets, and osteoarthritis all affect what part(s) of the body?",sciq,Semantic Miss,0
q_ea54e73894a0e04e,what is histiocytoma,ms_marco,Ranking Error,1
q_88b19efa7e12e210,salary by job australia,ms_marco,Semantic Miss,0
q_735be7cab41251d5,what was the purpose of the first continental congress,ms_marco,Ranking Error,1
q_3fab03cc9c14950f,cost to put a child up for adoption,ms_marco,Ranking Error,1
q_bcf9f24b3eb94055,what is felony misdemeanor,ms_marco,Ranking Error,1
q_af5c207bd570a9f0,what do mri detect,ms_marco,Ranking Error,1
q_dff2b4cf53ac4b5d,why do cells need atp,ms_marco,Ranking Error,1
q_28b7e96a79bf6892,what is etoh,ms_marco,Ranking Error,1
q_64e6823785c40576,average cost of shock and strut replacement,ms_marco,Ranking Error,1
q_18bafeb66647bfe2,meal costs in usa,ms_marco,Ranking Error,1
q_5c7c2f6d1da944dc,calories in a medium pear,ms_marco,Ranking Error,1
q_a12319c29a32fe94,what is the biggest rainforest in the world,ms_marco,Semantic Miss,0
q_af8a77d07b660035,what is landline telephone,ms_marco,Ranking Error,1
q_09589dafa432f701,how to apply for ca nursing license,ms_marco,Ranking Error,1
q_20a7f117e6674f8a,what does commercial liability insurance cover,ms_marco,Ranking Error,1
q_e0459eeaf9372611,randa name meaning,ms_marco,Ranking Error,1
q_42cd372ed143d504,how much more sap will a vacuum system produce,ms_marco,Ranking Error,1
q_f479f02866d0f18c,how long can pizza sit out for,ms_marco,Ranking Error,1
q_108732b3a797173b,why are savannas located where they are,ms_marco,Ranking Error,1
q_d79a3650ea4d5b4a,facade definition dictionary,ms_marco,Ranking Error,1
q_7b94230318b7b135,who is the secretary of state on house of cards,ms_marco,Ranking Error,1
q_f591ff976308be36,can leopard geckos dig,ms_marco,Ranking Error,1
q_6f06e0b21ffddddc,What is another term for Tesla's visualization ability?,squad,Ranking Error,1
q_ce39c62bea8a79b1,how long should i keep insurance eobs,ms_marco,Ranking Error,1
q_d208d44c6ac86d4c,What do Beriods use as teeth?,squad,Ranking Error,1
q_e0be80072e3e41b2,what does signior mean,ms_marco,Ranking Error,1
q_229002bde7f65bf7,how much would it cost for dog training for pups,ms_marco,Ranking Error,1
q_757213b7441ecca6,what is turmeric in ayurvedic treatment,ms_marco,Ranking Error,1
q_15f3d4e5ff4b222d,what are gelatin made of,ms_marco,Ranking Error,1
q_10abcaba5e88c045,what does a radiology technician do,ms_marco,Ranking Error,1
q_6e54fbbe2fc160db,how deep should soil be to plant vegetables in a planter box?,ms_marco,Ranking Error,1
q_b70b8460d71f7f70,r'^[+-]$,code_search_net,Ranking Error,1
q_92c243403431a8aa,how does the eighth amendment protect prisoners,ms_marco,Semantic Miss,0
q_3eb998e2411aec56,what is a dogo dog breed,ms_marco,Ranking Error,1
q_adff9de8856e4aa6,how long does it take for thyroid medication to work,ms_marco,Ranking Error,1
q_69ce189f7c40cadd,what is procurement analytics,ms_marco,Ranking Error,1
q_923d46d89bbb8275,can i transplant a conifer tree,ms_marco,Semantic Miss,0
q_fa74f551b6c02c9b,how much do massage therapists make at a spa,ms_marco,Ranking Error,1
q_1e1c76ade7dbe214,causes of hepatitis c,ms_marco,Ranking Error,1
q_d9981b7bdc64f106,oceanic crust made of,ms_marco,Ranking Error,1
q_576294885b390f63,who sang always look on the bright side of life on as good as it gets,ms_marco,Ranking Error,1
q_ace1e873e70f9e76,is the temperate forest soil good,ms_marco,Semantic Miss,0
q_92ceae5acf6d9b2a,chicken pox and incubation period,ms_marco,Ranking Error,1
q_74989ad155c06f42,.,code_search_net,Ranking Error,1
q_d2e2071d6baf3ec1,what muscles does deadlift work,ms_marco,Ranking Error,1
q_a387393894aab360,frequency modulation maximum deviation,ms_marco,Ranking Error,1
q_3a6a28790231967e,Simplification definition,ms_marco,Ranking Error,1
q_eaa95e1c66e39ac6,similarities between due process and crime control models,ms_marco,Ranking Error,1
q_b7e3103c122dc2ba,is influenza a contagious,ms_marco,Semantic Miss,0
q_7d2852d8042d1dcb,what liability does a ltd have,ms_marco,Semantic Miss,0
q_351b469e81a9f435,In what form is most of the earth's freshwater?,sciq,Ranking Error,1
q_618244bed34155a0,Who did Britain exploit in India?,squad,Ranking Error,1
q_f8d1be456b37b907,how long to cook eye round,ms_marco,Semantic Miss,0
q_26c69be590c836ff,what is the cost to hire an employee,ms_marco,Ranking Error,1
q_4102e6d317448a80,innate intelligence definition psychology,ms_marco,Ranking Error,1
q_588029f2791b1c97,how long does it take a butterfly to fly after hatching,ms_marco,Semantic Miss,0
q_5bde5931f4dc9a1b,what is lipoflavonoid used for,ms_marco,Ranking Error,1
q_70a5d7a5432f78c5,types of wetland ecosystem,ms_marco,Ranking Error,1
q_8ca9d593b400112b,what is sulphur used for in terms of medicines,ms_marco,Ranking Error,1
q_3148ae8bc8671fef,what is anomie,ms_marco,Semantic Miss,0
q_e0844e9aeca4e599,Which bone is derived from the fusion of four very small coccygeal vertebrae?,sciq,Ranking Error,1
q_e4ba4078252c2c5b,how long for the citizenship process after fingerprints,ms_marco,Semantic Miss,0
q_756272733a749a86,where do degus come from,ms_marco,Ranking Error,1
q_3215136495f152da,what direction does the spleen do,ms_marco,Semantic Miss,0
q_c99d8424553762a1,what are cyanobacteria,ms_marco,Ranking Error,1
q_fd1aefd765983b21,pga tour texas open field,ms_marco,Semantic Miss,0
q_10ca334006ef0a9f,narcisa name pronunciation,ms_marco,Ranking Error,1
q_d3acc8cf08814ab5,what distinguishes amino acids,ms_marco,Ranking Error,1
q_d4595fd045ce5ff5,what types of materials make good conductors,ms_marco,Semantic Miss,0
q_522d3250dfa243f3,list of cancers for alcohol,ms_marco,Ranking Error,1
q_0bed1a4cc6d42344,what is in a cell,ms_marco,Ranking Error,1
q_1289889f581c0f87,what forms does carbon exist in,ms_marco,Semantic Miss,0
q_a7c5cb5e22b141df,how much does it cost to install a garage door,ms_marco,Ranking Error,1
q_77714b55edf55ccc,what is in poultry seasoning,ms_marco,Ranking Error,1
q_2c8629344146db9e,"r""'[^'].+",code_search_net,Ranking Error,1
q_b15968b0ff03afb3,what is a lei,ms_marco,Ranking Error,1
q_a69e6913c5e51a6e,what is zana,ms_marco,Ranking Error,1
q_e21c28c8e3165c93,what helps hangovers,ms_marco,Ranking Error,1
q_7348a81f3631a19b,what is tempeh made of,ms_marco,Semantic Miss,0
q_163742b3e874a986,average cost of meal in paris,ms_marco,Ranking Error,1
q_528ac3c1cb77dd29,what is the elisa test,ms_marco,Ranking Error,1
q_c6f40d2ac6e7ba04,what is woolworths known for,ms_marco,Ranking Error,1
q_65626b628f325855,gestation period horses and cows,ms_marco,Ranking Error,1
q_3f1835f5454b3479,temp of pork or chicken,ms_marco,Ranking Error,1
q_147d49b5a2795365,What is a stromule?,squad,Ranking Error,1
q_ab0a2050a1064bb3,what is garuda purana,ms_marco,Ranking Error,1
q_bce2586559949242,how to get a workers compensation certificate,ms_marco,Ranking Error,1
q_2f46c98491d3d9d7,When did Temur rule?,squad,Ranking Error,1
q_cfe41898bf41efd8,where is aconcagua located,ms_marco,Ranking Error,1
q_6aa344fc6913eb65,What is the term for a sac filled with fluid or other material?,sciq,Ranking Error,1
q_0091b59e6d6b94b6,main purpose of alienation and sedition act,ms_marco,Ranking Error,1
q_fd913e594e29187d,main program loop,code_search_net,Ranking Error,1
q_a0259e2760f7fd94,is candida a bacterial infection,ms_marco,Ranking Error,1
