query,oracle_alpha,best_ndcg,ndcg_at_alpha1,curve_range,n_argmax_ties
what is cost of automatic transmission service,0.55,0.43067655807339306,0.43067655807339306,0.43067655807339306,10
another term meaning executor of estate,0.45,1.0,0.6309297535714575,0.5693234419266069,9
what are dental implants dentures,0.0,0.0,0.0,0.0,21
what is cellular respiration in biology,0.05,1.0,0.43067655807339306,0.5693234419266069,16
is apoquel safe for dogs,0.0,0.5,0.3562071871080222,0.14379281289197782,17
what are the palatines,0.7,0.43067655807339306,0.43067655807339306,0.09734322474005974,7
what is creatinine blood test,0.9,1.0,1.0,0.6989700043360187,3
meaning of drill in english,0.85,0.6309297535714575,0.6309297535714575,0.6309297535714575,4
bear tracks cabin in pigeon forge tn,0.25,1.0,0.6309297535714575,0.36907024642854247,6
what county is ocoee tn in?,0.3,1.0,1.0,0.7109351736821121,15
what does ecosexual mean,0.95,1.0,1.0,1.0,2
can you propagate orchids,0.25,0.5,0.5,0.06932344192660694,16
what county in amarillo in',0.0,1.0,1.0,0.0,21
how did david ruffin die,0.25,1.0,1.0,0.5,16
what is a gamekeeper,0.6,0.43067655807339306,0.38685280723454163,0.43067655807339306,5
how many miles to the gallon does a buick verano  have,0.0,1.0,1.0,0.0,21
how many miles to the gallon does a buick verano  have,0.0,0.3562071871080222,0.2890648263178879,0.0671423607901343,4
elements that from austenite,0.0,1.0,1.0,0.0,21
what causes jock itch fungus,0.0,0.6309297535714575,0.6309297535714575,0.13092975357145753,16
is greece the same as greek,0.0,0.0,0.0,0.0,21
independent living for seniors in owasso ok,0.0,1.0,1.0,0.0,21
average temperature in paris france,0.5,1.0,1.0,1.0,11
what causes tire vibration,0.0,1.0,1.0,0.0,21
how to waive resort fee,0.0,1.0,0.5,0.5,17
lee's sandwich vegetarian calories,0.0,0.6309297535714575,0.6309297535714575,0.0,21
is conduit raceway,0.0,0.38685280723454163,0.3562071871080222,0.030645620126519446,18
"what county is wilmington, delaware in",0.0,1.0,0.5,0.5,11
subq emphysema causes,0.25,0.3010299956639812,0.3010299956639812,0.3010299956639812,10
subq emphysema causes,0.0,0.0,0.0,0.0,21
What Is Being,0.45,1.0,1.0,1.0,12
what causes kidneys to leak protein,0.0,0.6309297535714575,0.6309297535714575,0.13092975357145753,12
sack of potatoes price,0.9,0.5,0.5,0.5,3
how long do you bake thin pork chops in the oven,0.9,0.5,0.5,0.5,3
how long do you bake thin pork chops in the oven,0.8,1.0,1.0,1.0,5
is yellow mucus from nose an infection,0.75,1.0,1.0,1.0,6
what causes severe low back pain when blood work and ct scan comes back normal,0.4,0.43067655807339306,0.0,0.43067655807339306,1
salmon cooked with cream,0.0,0.43067655807339306,0.3562071871080222,0.07446937096537087,18
list of gift cards sold at costco,0.65,1.0,1.0,0.5,8
meaning of flag don't tread on me?,0.95,1.0,1.0,0.6131471927654584,2
what are the enzymes that catalyze the synthesis of new DNA called,0.15,0.5,0.38685280723454163,0.11314719276545837,13
dividends vs stock price,0.0,1.0,1.0,0.0,21
what are diagnostic reports,0.85,0.43067655807339306,0.38685280723454163,0.14161173175550518,2
what foods are the best to eat for leg cramps,0.4,1.0,1.0,0.5693234419266069,13
fastest browser for wix editor,0.0,0.6309297535714575,0.2890648263178879,0.34186492725356965,3
what is american style kobe beef,0.6,0.3562071871080222,0.3562071871080222,0.022873853774688868,9
serpentine stone meaning,0.55,1.0,1.0,0.5693234419266069,10
benefit of rice water for hair,0.0,1.0,0.6309297535714575,0.36907024642854247,14
benefit of rice water for hair,0.0,0.6309297535714575,0.31546487678572877,0.31546487678572877,3
benefit of rice water for hair,0.7,0.38685280723454163,0.38685280723454163,0.053519473901208314,7
benefit of rice water for hair,0.7,1.0,1.0,0.5693234419266069,7
what is air flow meter,0.4,0.5,0.5,0.11314719276545837,13
the difference between absorption and assimilation,0.55,0.5,0.5,0.14379281289197782,10
what causes knuckle pads,0.0,1.0,1.0,0.0,21
what are the trees in the northwest are moss covered,0.0,1.0,0.0,1.0,10
how do you cure loss of voice,0.7,1.0,1.0,0.36907024642854247,7
how long has donald trump been in office,0.9,1.0,1.0,1.0,3
"what is akamai technologies, inc",0.0,1.0,1.0,0.0,21
"what county is rochester, wa",0.15,1.0,1.0,0.5,18
what causes lava to erupt as pyroclasts,0.45,1.0,1.0,1.0,12
what color do the liatris come in,0.75,0.3333333333333333,0.2890648263178879,0.3333333333333333,4
what county is hagerstown in in,0.0,1.0,0.5,0.5,11
meaning of lincoln,0.0,1.0,0.5,0.5,18
average household income phoenix,0.0,1.0,1.0,0.0,21
what is demountable partitions,0.05,0.6309297535714575,0.5,0.13092975357145753,7
how much does a mclaren cost,0.0,1.0,1.0,0.0,21
what antibiotic eye drops are prescribed after cataract surgery,0.2,0.43067655807339306,0.3562071871080222,0.07446937096537087,7
is there a such thing as organic seeds,0.0,0.5,0.43067655807339306,0.06932344192660694,5
longest war us has fought in,0.1,1.0,0.6309297535714575,0.36907024642854247,17
toyota sienna prices paid,0.0,1.0,0.6309297535714575,0.36907024642854247,17
what can cause kidney numbers to be slightly elevated,0.0,0.0,0.0,0.0,21
what are ukuleles,0.9,0.6309297535714575,0.6309297535714575,0.6309297535714575,3
meaning of heart,0.0,0.0,0.0,0.0,21
how many calories does a crispy chicken sandwich have,0.0,1.0,1.0,0.0,21
what is an activity report,0.35,1.0,1.0,1.0,14
price for neck lift,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what code is used for false positive,0.0,1.0,0.38685280723454163,0.6131471927654584,13
are nurse practitioner scope of practice and privileges the same thing?,0.7,1.0,1.0,0.5,7
what does the communicating artery in the brain do,0.0,0.43067655807339306,0.38685280723454163,0.04382375083885143,3
what does the communicating artery in the brain do,0.65,1.0,1.0,0.6437928128919779,8
what is an alternative software package to microsoft publisher,0.2,1.0,0.43067655807339306,0.5693234419266069,16
meaning of score,0.65,0.43067655807339306,0.3562071871080222,0.43067655807339306,2
what causes leprosy?,0.05,0.3333333333333333,0.3333333333333333,0.03230333766935212,8
r&d acronym definition,0.75,0.6309297535714575,0.6309297535714575,0.6309297535714575,6
how to use the callaway scoring system,0.1,1.0,1.0,0.36907024642854247,19
what is a siamese persian mix cat,0.4,1.0,1.0,0.36907024642854247,13
definition of faun,0.9,0.6309297535714575,0.6309297535714575,0.31546487678572877,3
what do neurotransmitters attach to,0.75,1.0,0.43067655807339306,0.5693234419266069,3
weather in charleston sc in march,0.55,0.43067655807339306,0.38685280723454163,0.43067655807339306,5
other hot flashes causes,0.0,1.0,0.31546487678572877,0.6845351232142712,8
symptoms of pyelonephritis in adults,0.0,0.0,0.0,0.0,21
sestina definition,0.65,1.0,1.0,0.5,8
most important decades in physics,0.0,1.0,1.0,0.0,21
what is duoderm used for,0.2,1.0,0.6309297535714575,0.5693234419266069,13
is it safe for dogs to eat bananas,0.0,1.0,0.6309297535714575,0.36907024642854247,17
time for scab to fall off,0.0,1.0,1.0,0.0,21
what causes effusion/hemarthrosis,0.1,1.0,1.0,0.5,19
cost for surrogate,0.6,0.6309297535714575,0.6309297535714575,0.27472256646343535,9
what is antifa mean,0.6,1.0,1.0,0.6989700043360187,9
what are pinocytosis,0.1,0.38685280723454163,0.3562071871080222,0.030645620126519446,15
temperature for seattle in april,0.0,1.0,1.0,0.0,21
punisher skull with american flag meaning,0.1,1.0,1.0,0.36907024642854247,19
ordinate axis definition,0.85,0.3562071871080222,0.3562071871080222,0.3562071871080222,4
uneven chest color,0.0,0.0,0.0,0.0,21
define fi$cal,0.6,0.6309297535714575,0.5,0.2440769463369159,5
is bait and switch illegal,0.45,1.0,0.5,0.5693234419266069,6
what is cowardin classification system,0.0,1.0,1.0,0.0,21
the cells of the immune system include four types of what,0.4,0.5,0.38685280723454163,0.18453512321427123,2
how do cats feel other cat's heart beats?,0.0,1.0,0.6309297535714575,0.36907024642854247,17
what does cetirizine hydrochloride do,0.2,1.0,0.3562071871080222,0.6437928128919779,1
what area is la metro,1.0,1.0,1.0,1.0,1
how does weight affect speed of a car,0.0,1.0,1.0,0.0,21
what is a hexenbiest,0.75,1.0,1.0,0.5693234419266069,6
what is a signature medallion?,0.0,1.0,0.6309297535714575,0.36907024642854247,14
manheim index definition,0.95,1.0,1.0,0.5693234419266069,2
what is ceo,0.45,1.0,1.0,1.0,12
what causes liver and spleen swelling,0.0,1.0,1.0,0.0,21
how many cups raw rice to cooked rice,0.0,1.0,0.5,0.5,5
what causes a scar?,0.0,1.0,0.0,1.0,4
what causes a scar?,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
what causes a scar?,0.2,1.0,0.43067655807339306,0.5693234419266069,8
what do people use gold for?,0.85,0.3562071871080222,0.3562071871080222,0.3562071871080222,4
is dwi a traffic violation,0.0,1.0,1.0,0.0,21
distance from las vegas to hoover dam,0.15,1.0,0.6309297535714575,0.36907024642854247,4
what are the correct colors of the solar system planets,0.0,0.0,0.0,0.0,21
what are the correct colors of the solar system planets,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
what are the correct colors of the solar system planets,0.0,0.0,0.0,0.0,21
replacing a deck cost,1.0,0.6309297535714575,0.6309297535714575,0.32989975790747633,1
what causes liver enzymes to go up,0.9,0.6309297535714575,0.6309297535714575,0.6309297535714575,3
what county is roy wa in,0.75,0.6309297535714575,0.6309297535714575,0.27472256646343535,6
define palingenesis,0.3,1.0,1.0,0.5693234419266069,15
how to raise crickets,0.95,0.31546487678572877,0.31546487678572877,0.31546487678572877,2
what diameter should a ground rod,0.5,0.6309297535714575,0.6309297535714575,0.2440769463369159,11
is udc aba accredited,0.0,1.0,0.0,1.0,2
what did walt disney die,0.3,0.6309297535714575,0.6309297535714575,0.27472256646343535,15
meaning of abbreviation dtf,0.95,1.0,1.0,0.5,2
what harvoni,0.45,1.0,0.5,0.6666666666666667,8
what county in florida is destin located,0.0,1.0,1.0,0.0,21
how many calories are in air popped popcorn,1.0,0.43067655807339306,0.43067655807339306,0.09734322474005974,1
what is icc,0.4,0.6309297535714575,0.6309297535714575,0.2440769463369159,13
ptcb exam score to pass,0.9,0.5,0.5,0.21093517368211212,3
how much pay riding coach,0.55,1.0,1.0,1.0,10
what is cubicin antibiotic for,0.0,1.0,1.0,0.0,21
what county is brighton co,0.25,1.0,1.0,0.5,16
what county is brighton co,0.25,0.6309297535714575,0.6309297535714575,0.20025319549806447,16
what drugs are used for conscious sedation,0.8,0.5,0.5,0.5,5
what happened to design on a dime stars,0.95,0.43067655807339306,0.43067655807339306,0.43067655807339306,2
what causes liver enzymes to go up?,0.25,0.6309297535714575,0.5,0.20025319549806447,4
is laxative harmful to dogs,0.45,0.6309297535714575,0.6309297535714575,0.20025319549806447,12
what does chimes mean,0.55,1.0,1.0,0.6845351232142712,10
can ibs cause various pain areas,0.15,0.6309297535714575,0.0,0.6309297535714575,10
weather myrtle be,0.8,0.5,0.38685280723454163,0.5,2
what causes loss of hair in women,0.0,0.5,0.3562071871080222,0.14379281289197782,9
what causes loss of hair in women,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
what causes loss of hair in women,0.0,1.0,1.0,0.0,21
"weather in granite falls, wa",1.0,1.0,1.0,0.6131471927654584,1
what does usb cord do,0.7,0.43067655807339306,0.38685280723454163,0.43067655807339306,6
what color is march stone,0.8,0.6309297535714575,0.6309297535714575,0.2440769463369159,5
what county is walnut creek,0.0,1.0,1.0,0.0,21
types of polynomial with definition,0.0,0.3562071871080222,0.3333333333333333,0.022873853774688868,9
types of polynomial with definition,0.9,0.43067655807339306,0.43067655807339306,0.12964656240941186,3
how many miles is yosemite from san jose california,0.0,1.0,1.0,0.0,21
how often to change porsche boxster oil,0.7,1.0,1.0,0.36907024642854247,7
how long to simmer chicken breast strips for soup,0.0,0.3562071871080222,0.31546487678572877,0.04074231032229342,4
how much does soapstone cost,0.25,0.6309297535714575,0.5,0.20025319549806447,10
what are thebenifits of clove,0.4,0.5,0.5,0.5,13
should you rinse after mouthwash,0.0,0.38685280723454163,0.3333333333333333,0.053519473901208314,5
the unit of measurement used by nutritionists to describe the energy content of food is the,0.55,1.0,1.0,0.5693234419266069,10
what company owns bosch tools,0.75,0.6309297535714575,0.43067655807339306,0.20025319549806447,4
what is a spark plug electrode,0.35,1.0,1.0,0.5693234419266069,14
what is gobo lighting,0.4,1.0,0.6309297535714575,0.5693234419266069,9
salaries of illinois state legislators,0.7,1.0,1.0,0.5693234419266069,7
what causes low water pressure in the kitchen,0.5,1.0,1.0,0.6131471927654584,11
what does lego symbolise,0.9,0.38685280723454163,0.38685280723454163,0.38685280723454163,3
is the vampire bats mammals,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,6
what county is silver spring in,0.0,1.0,0.5,0.5,13
what is an emulsion,0.75,0.5,0.5,0.5,6
what does mosquito squad spray,0.4,1.0,1.0,0.6666666666666667,13
what is a cloze test,0.15,1.0,1.0,0.36907024642854247,18
meaning of the name louvenia,0.85,0.43067655807339306,0.43067655807339306,0.14161173175550518,4
what comes out of an eye when you cry,0.25,0.5,0.43067655807339306,0.1989700043360188,10
what does no provision mean?,0.55,0.5,0.5,0.5,10
how soon can i submit my pfl claim,0.0,1.0,1.0,0.0,21
what is an airplane ride like?,0.15,0.6309297535714575,0.6309297535714575,0.13092975357145753,18
"what county is st paul, indiana",0.0,1.0,1.0,0.0,21
what causes men to leak urine in old age,0.7,1.0,1.0,1.0,7
best type of sand to level before turfing,0.55,1.0,0.6309297535714575,0.5,6
deloitte federal consultant salary,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what irregular heart rhythms can you feel,0.4,1.0,1.0,0.5,13
what does a nuclear stress test show,1.0,0.3562071871080222,0.3562071871080222,0.3562071871080222,1
what does a restaurant concept mean,0.4,0.43067655807339306,0.3010299956639812,0.12964656240941186,8
what does physical education promote?,0.0,0.0,0.0,0.0,21
what is considered first time home buyer,0.95,1.0,1.0,1.0,2
definition of caught,0.6,1.0,1.0,0.5,9
how many kilojoules per day teenager,0.0,1.0,0.5,0.5,19
Chris Tomlin daughter,0.3,0.3333333333333333,0.31546487678572877,0.01786845654760455,3
elevators meaning,1.0,1.0,1.0,1.0,1
coal miner's daughter cast,0.45,1.0,0.6309297535714575,0.36907024642854247,4
coal miner's daughter cast,0.65,1.0,1.0,0.6845351232142712,8
does bj's accept food stamps,0.0,1.0,1.0,0.0,21
crevice define,0.15,1.0,1.0,0.36907024642854247,18
what does laches mean in legal terms,0.9,0.6309297535714575,0.6309297535714575,0.6309297535714575,3
what county is yucaipa california in,0.4,1.0,1.0,0.6131471927654584,13
what is a summary synthesis,0.0,0.43067655807339306,0.38685280723454163,0.04382375083885143,13
what is dvr service,0.0,1.0,0.5,0.5,17
is a bachelors a graduate program?,0.0,0.3333333333333333,0.0,0.3333333333333333,4
what county is albertville in,0.0,1.0,1.0,0.0,21
what causes enlarged liver,0.8,1.0,1.0,0.6437928128919779,5
important names in the civil rights movement,0.55,1.0,1.0,0.5693234419266069,10
what county is wallace idaho in,1.0,0.6309297535714575,0.6309297535714575,0.20025319549806447,1
how to use viagra?,0.55,0.43067655807339306,0.43067655807339306,0.43067655807339306,10
what does very insightful mean,0.5,0.5,0.5,0.5,11
what does HEP equiped mean?,0.0,0.0,0.0,0.0,21
what is a fugue,0.8,0.38685280723454163,0.38685280723454163,0.08582281157056043,5
what is crackling bread,0.0,1.0,0.5,0.5,9
research methodology definition,0.25,0.6309297535714575,0.5,0.27472256646343535,10
meaning of abbreviation poc,1.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,1
what is a pediatric doctor,0.85,1.0,1.0,1.0,4
new retail definition,0.0,0.0,0.0,0.0,21
weather forecast islamabad in celsius,0.05,0.6309297535714575,0.6309297535714575,0.13092975357145753,20
can unopened lantus insulin be stored at room temperature?,0.0,1.0,0.43067655807339306,0.5693234419266069,15
cost of sirius xm,0.7,1.0,0.6309297535714575,1.0,3
what does the nAME Evelyn mean,0.6,1.0,1.0,0.36907024642854247,9
what is cvs software,0.6,1.0,1.0,1.0,9
how to make pre workout,0.2,1.0,0.6309297535714575,0.36907024642854247,13
what is a gri,0.9,1.0,1.0,0.6845351232142712,3
inspected definition,0.15,1.0,1.0,0.36907024642854247,18
inspected definition,0.2,0.6309297535714575,0.43067655807339306,0.20025319549806447,6
what causes mouth blisters inside,0.45,0.6309297535714575,0.5,0.13092975357145753,8
the kansas city star subscription,0.85,0.6309297535714575,0.6309297535714575,0.20025319549806447,4
stripe how many days before payment,0.3,1.0,1.0,1.0,15
what are foam play mats made of,0.35,1.0,1.0,0.5,14
