Query,Dataset,Failure Type,Doc in Top-5
what is Primary focal hyperhidrosis,ms_marco,Ranking Error,1
what are mycoplasmas,ms_marco,Lexical Miss,0
what were the chambers in the great pyramid of giza,ms_marco,Ranking Error,1
what state means great river,ms_marco,Semantic Miss,0
cooked rice serving size per person,ms_marco,Ranking Error,1
height of the golden gate bridge,ms_marco,Ranking Error,1
what owls are protected,ms_marco,Ranking Error,1
how much do pool pumps cost to run,ms_marco,Ranking Error,1
what helps with mood swings during pms,ms_marco,Ranking Error,1
what to do when a child does not listen,ms_marco,Ranking Error,1
What is the meaning of the song purple rain?,ms_marco,Semantic Miss,0
are toads poisonous,ms_marco,Ranking Error,1
how many people get aids a year,ms_marco,Ranking Error,1
what does the name jasmin mean,ms_marco,Ranking Error,1
how much does assisted living facilities in manchester nj cost,ms_marco,Semantic Miss,0
what age do baby teeth come out,ms_marco,Ranking Error,1
how long is criminal record check good for,ms_marco,Ranking Error,1
is the book sleepers based on a true story,ms_marco,Ranking Error,1
what was the major issue of newly formed republican party,ms_marco,Semantic Miss,0
what is an erv,ms_marco,Ranking Error,1
how old should goats be to neuter,ms_marco,Semantic Miss,0
common names of phylum pterophyta,ms_marco,Ranking Error,1
cost to advertise a company,ms_marco,Lexical Miss,0
how much does ups charge to notarize,ms_marco,Ranking Error,1
who played batman,ms_marco,Ranking Error,1
what makes a prokaryote and eukaryote difference,ms_marco,Semantic Miss,0
is pope francis saying priests should marry?,ms_marco,Ranking Error,1
what type of climate do dairy cows do well in,ms_marco,Ranking Error,1
what is manufactured flooring,ms_marco,Ranking Error,1
what is gallbladder pancreatitis,ms_marco,Ranking Error,1
what makes a lava lamp work,ms_marco,Ranking Error,1
is hepatitis classified as autoimmune disease,ms_marco,Ranking Error,1
where on earth is magnetite found,ms_marco,Ranking Error,1
can hypothyroid cause dizziness,ms_marco,Ranking Error,1
How long does it take to recover from a colonoscopy and endoscopy?,ms_marco,Ranking Error,1
is tuna good for heart patients,ms_marco,Semantic Miss,0
how long can i be out of ontario and keep ohip,ms_marco,Ranking Error,1
is english a nationality,ms_marco,Ranking Error,1
what group of invertebrates are snails,ms_marco,Ranking Error,1
what is the statue of on the capitol building,ms_marco,Semantic Miss,0
what is fluorspar,ms_marco,Semantic Miss,0
s.w.i.y. medical terms what does it mean,ms_marco,Ranking Error,1
In what form is carbohydrate stored in the body,ms_marco,Ranking Error,1
what is armour,ms_marco,Ranking Error,1
what is biomedical ethics,ms_marco,Ranking Error,1
cost to store furniture,ms_marco,Semantic Miss,0
cost of bathroom update,ms_marco,Ranking Error,1
what was the original colour of a merlin engine,ms_marco,Semantic Miss,0
is histology also known as microscopic anatomy,ms_marco,Ranking Error,1
how long can nicotine be detected in blood,ms_marco,Ranking Error,1
what is aboriginal ochre,ms_marco,Semantic Miss,0
best tablet to reduce fever,ms_marco,Ranking Error,1
annuit coeptis why eye does it mean,ms_marco,Ranking Error,1
average temperature in orlando in august,ms_marco,Ranking Error,1
what does phosphate do for grass,ms_marco,Semantic Miss,0
what does pollinate mean,ms_marco,Ranking Error,1
what industry is intel corporation,ms_marco,Lexical Miss,0
where can I purchase alum from,ms_marco,Lexical Miss,0
what causes osteoarthritis flare up,ms_marco,Ranking Error,1
when does it become a fetus,ms_marco,Semantic Miss,0
what is hazus,ms_marco,Ranking Error,1
how long should an ipad battery life last,ms_marco,Ranking Error,1
what does the rpc server is unavailable mean,ms_marco,Ranking Error,1
how to put photos on computer from sd card,ms_marco,Ranking Error,1
what does adh do for the body,ms_marco,Ranking Error,1
what did neutrality act allow,ms_marco,Ranking Error,1
how long caffeine stays in your system,ms_marco,Ranking Error,1
what is a otoscope used for,ms_marco,Ranking Error,1
what is a cave,ms_marco,Ranking Error,1
where in california is the naval base north island,ms_marco,Ranking Error,1
average cost of one physical therapy visit,ms_marco,Semantic Miss,0
what are the misc files on my phone,ms_marco,Ranking Error,1
what is a diner,ms_marco,Ranking Error,1
what is oasdi from paycheck,ms_marco,Ranking Error,1
how long before the irs approves my refund,ms_marco,Ranking Error,1
how much does it cost to register a vehicle in ohio,ms_marco,Ranking Error,1
uses of methyl salicylate,ms_marco,Semantic Miss,0
cost of mailing letter to canada,ms_marco,Ranking Error,1
types of particles and bonding in ionic compounds,ms_marco,Ranking Error,1
how long are the longest axons in humans,ms_marco,Ranking Error,1
what is a mitral valve defect,ms_marco,Semantic Miss,0
what are legumes examples,ms_marco,Ranking Error,1
what size is the human eye,ms_marco,Ranking Error,1
worst types of brain damage,ms_marco,Semantic Miss,0
definition of an electron,ms_marco,Ranking Error,1
how long do cardinal babies stay in nest,ms_marco,Ranking Error,1
what is an unincorporated island in a city,ms_marco,Ranking Error,1
how much does a medical assistant make,ms_marco,Lexical Miss,0
what is an inducer?,ms_marco,Semantic Miss,0
what is russia known for,ms_marco,Ranking Error,1
how much does webydo cost,ms_marco,Ranking Error,1
convert dollar pay into salary to twice a month,ms_marco,Ranking Error,1
how much should i pay for carpet cleaning,ms_marco,Ranking Error,1
what is astrocyte function,ms_marco,Ranking Error,1
what is in LSD,ms_marco,Ranking Error,1
what is bilirubin function,ms_marco,Ranking Error,1
what is the density of venus,ms_marco,Semantic Miss,0
max dose glipizide,ms_marco,Ranking Error,1
a neuron is what type of cell,ms_marco,Ranking Error,1
how much do puppy shots cost at the vet,ms_marco,Ranking Error,1
salary for a chartered forensic psychologist,ms_marco,Semantic Miss,0
how much does a carpenter charge per hour,ms_marco,Ranking Error,1
how long do you cook asparagus in the oven,ms_marco,Ranking Error,1
weather in moscow in may,ms_marco,Ranking Error,1
the graduate symbolism water,ms_marco,Ranking Error,1
what can i do with my psychology degree,ms_marco,Ranking Error,1
what are the proteins that carry out dna replication,ms_marco,Ranking Error,1
what is an animal called that eats other animals its own kind,ms_marco,Ranking Error,1
lab test what does bun mean,ms_marco,Semantic Miss,0
what is acceptance contract law,ms_marco,Ranking Error,1
why did the civil rights movement use nonviolence,ms_marco,Ranking Error,1
can i transplant a conifer tree,ms_marco,Semantic Miss,0
osteophytes degenerative disc disease,ms_marco,Ranking Error,1
how many calories should a child eat,ms_marco,Ranking Error,1
what is a ventilation system,ms_marco,Ranking Error,1
how do i sell my clothing.store,ms_marco,Ranking Error,1
where are most cnidarians found,ms_marco,Ranking Error,1
average precipitation in tropical seasonal forest,ms_marco,Ranking Error,1
how to completely remove subtotals in pivot table,ms_marco,Ranking Error,1
what is genitourinary tract,ms_marco,Ranking Error,1
way the adaptive immune response is different from the innate immune response,ms_marco,Ranking Error,1
when can i sell a stock and still get dividend td,ms_marco,Ranking Error,1
what is wind energy used for,ms_marco,Ranking Error,1
what color are split peas,ms_marco,Semantic Miss,0
when did the hoddle street shootings happen,ms_marco,Ranking Error,1
is there a way to tell which time zone an email was sent,ms_marco,Semantic Miss,0
what does grass contain,ms_marco,Lexical Miss,0
what was the number of prisoners in the dachau concentration camp,ms_marco,Ranking Error,1
why volcanoes occur,ms_marco,Ranking Error,1
what is a native american,ms_marco,Ranking Error,1
what are some examples of biotechnology,ms_marco,Ranking Error,1
what kind of wire can be used to wrap a crystal for scalar waves,ms_marco,Semantic Miss,0
what is bruha,ms_marco,Ranking Error,1
what is the butterfly a symbol of,ms_marco,Semantic Miss,0
what is typhlitis,ms_marco,Ranking Error,1
what forms does carbon exist in,ms_marco,Semantic Miss,0
why does the human spinal cord endat lumbar vertebra,ms_marco,Semantic Miss,0
how to remove white rings from wooden furniture,ms_marco,Ranking Error,1
labour cost per day in kenya,ms_marco,Lexical Miss,0
when do smear tests start,ms_marco,Lexical Miss,0
where does the coral snake live,ms_marco,Ranking Error,1
how to select an object without selecting is manually using vba,ms_marco,Ranking Error,1
what is determiners,ms_marco,Ranking Error,1
can a builder charge for a quote,ms_marco,Ranking Error,1
what is skin vasculature,ms_marco,Semantic Miss,0
how fast can an ostrich run,ms_marco,Ranking Error,1
where was the godfather filmed,ms_marco,Ranking Error,1
where is tesla manufacturing plant located,ms_marco,Ranking Error,1
personality of the name jasmine,ms_marco,Ranking Error,1
is alcoholism hereditary,ms_marco,Ranking Error,1
adjectival modifier definition,ms_marco,Ranking Error,1
how much is greek theatre parking,ms_marco,Ranking Error,1
where was rev david cooper of unst brought up,ms_marco,Ranking Error,1
what is meter in literature,ms_marco,Ranking Error,1
how fast does a washing machine spin,ms_marco,Ranking Error,1
does yam contain beta carotene,ms_marco,Lexical Miss,0
how long does a knee replacement surgery take to recover from,ms_marco,Lexical Miss,0
cost for total bath renovation,ms_marco,Ranking Error,1
where is ajaccio,ms_marco,Ranking Error,1
where is rait castle,ms_marco,Semantic Miss,0
what is kop liverpool,ms_marco,Ranking Error,1
meaning of the name ishbi-benob,ms_marco,Ranking Error,1
what is normal urine output per hour,ms_marco,Ranking Error,1
what is gruyere cheese,ms_marco,Semantic Miss,0
what is the average cost to have a tree removed,ms_marco,Ranking Error,1
definition of vitamin a,ms_marco,Ranking Error,1
annual salary of a forensic scientist in texas,ms_marco,Ranking Error,1
what does clinical psychology mean,ms_marco,Ranking Error,1
what part of the brain is linked with cognitive function,ms_marco,Ranking Error,1
how much does a hospice nurse make?,ms_marco,Ranking Error,1
did germany start the european union,ms_marco,Ranking Error,1
what is the native american word for coyote,ms_marco,Lexical Miss,0
can i protect my pine trees from beetles,ms_marco,Ranking Error,1
biome geography definition,ms_marco,Ranking Error,1
what removes mold from roof shingles,ms_marco,Ranking Error,1
is a group of species that includes an ancestral species and all of its descendants.,ms_marco,Ranking Error,1
the major muscles of your arms biceps and triceps,ms_marco,Semantic Miss,0
what are the lines on the forehead called,ms_marco,Ranking Error,1
what is torque measured in,ms_marco,Ranking Error,1
is cellulose considered a energy source,ms_marco,Lexical Miss,0
what language in austria,ms_marco,Semantic Miss,0
when did hand held hair dryers become popular,ms_marco,Ranking Error,1
pga tour texas open field,ms_marco,Semantic Miss,0
naproxen and ibuprofen gel together,ms_marco,Ranking Error,1
narcisa name pronunciation,ms_marco,Ranking Error,1
how long can you keep a turkey frozen,ms_marco,Ranking Error,1
what is gruyere cheese taste like,ms_marco,Ranking Error,1
what is a member benefit coordinator,ms_marco,Ranking Error,1
cost of ntuc membership renewal,ms_marco,Ranking Error,1
how much can a student transfer to a parent?,ms_marco,Lexical Miss,0
should i take magnesium to gain muscles,ms_marco,Ranking Error,1
how long until the nfl draft,ms_marco,Ranking Error,1
genetic diversity definition,ms_marco,Ranking Error,1
what is tnf alpha,ms_marco,Ranking Error,1
what is the definition of the nile river valley,ms_marco,Ranking Error,1
causes of hepatitis c,ms_marco,Ranking Error,1
what genre is attila,ms_marco,Ranking Error,1
when was princess diana born,ms_marco,Ranking Error,1
where is the good english spoken in dubai,ms_marco,Semantic Miss,0
what is a distraction,ms_marco,Ranking Error,1
what amount magnesium blood level is normal,ms_marco,Ranking Error,1
what does mire mean,ms_marco,Ranking Error,1
why don't trains have cabooses anymore,ms_marco,Ranking Error,1
is orchid a angiosperm,ms_marco,Ranking Error,1
definition of the name anna,ms_marco,Ranking Error,1
why did the united states express concern after spain returned louisiana to france,ms_marco,Ranking Error,1
what does standard deviations mean,ms_marco,Semantic Miss,0
foreshadowing definition and examples,ms_marco,Semantic Miss,0
how to get from stuttgart to munich,ms_marco,Ranking Error,1
where was the waltons filmed,ms_marco,Ranking Error,1
what stone is made of cement,ms_marco,Semantic Miss,0
what continent is australia,ms_marco,Semantic Miss,0
what is in garcinia cambogia,ms_marco,Ranking Error,1
bulimia nervosa age range,ms_marco,Ranking Error,1
how much do methadone clinics pay nurses,ms_marco,Semantic Miss,0
when was the first picture of earth called earthrise taken,ms_marco,Ranking Error,1
is the mitochondria a bacteria,ms_marco,Semantic Miss,0
what is the function of chloroplast,ms_marco,Ranking Error,1
what does myelogenous mean,ms_marco,Ranking Error,1
tax benefit of roth ira contribution,ms_marco,Lexical Miss,0
what is vegetarian tourtiere,ms_marco,Ranking Error,1
add items to dropdownlist html,ms_marco,Semantic Miss,0
political system that divides power between a central government,ms_marco,Ranking Error,1
democratic convention define majority,ms_marco,Semantic Miss,0
"what are the three lowland regions of canada, what types of rock",ms_marco,Ranking Error,1
how to install google to ipad,ms_marco,Ranking Error,1
typical conductivity of seawater,ms_marco,Ranking Error,1
how long does it take a fracture to heal,ms_marco,Ranking Error,1
average annual temperature of Uruguay,ms_marco,Ranking Error,1
are papillons hypoallergenic,ms_marco,Ranking Error,1
what was the purpose of abraham lincoln's gettysburg address,ms_marco,Semantic Miss,0
