dataset,query_idx,query_type,system,query,recall@1,recall@3,recall@5,mrr,latency_ms
MS-MARCO,282,exact,dense,can you buy a hat band to make a hat fit that is too small,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,283,exact,dense,what is an evaluation instrument,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,284,exact,dense,what is ipsec used for,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,285,exact,dense,socialist nations adopt features of capitalism. This theory is referred to as ________. quizlet,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,286,exact,dense,which kingdom contain all unicellular organisms,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,287,exact,dense,how much does it cost to add another cell phone to verizon,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,288,exact,dense,what is a pterodactyl dinosaur,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,289,exact,dense,is hilary duff an illuminati,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,290,exact,dense,what causes lung disease,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,291,exact,dense,source of radioactive gaseous radon in homes,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,292,exact,dense,average assistant director of nursing salary,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,293,exact,dense,absorption of blood from abdominal cavity,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,294,exact,dense,what does jule mean,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,295,exact,dense,why did tim hortons expand internationally,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,296,exact,dense,does a reduction agent become positive,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,297,exact,dense,what are is fibromyalgia,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,298,exact,dense,what is considered a good lsat score,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,299,exact,dense,xtandi cost per month,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,300,exact,dense,is cfs a disease,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,301,exact,dense,body systems affected by kidney stones,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,302,exact,dense,what is the equation for calculating density,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,303,exact,dense,what do you use to clean a keyboard,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,304,exact,dense,is reactive depression a mental illness,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,305,exact,dense,is basmati rice natural or processed,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,306,exact,dense,characteristics of spina bifida,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,307,exact,dense,does fish oil supplement contain DHA,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,308,exact,dense,salary for qa manager,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,309,exact,dense,what is nearsightedness called,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,310,exact,dense,pepita def,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,311,exact,dense,how much does ups charge to notarize,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,312,exact,dense,should you use a spirometer to increase lung capacity,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,313,exact,dense,what is pulmonary fibrosis symptoms,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,314,exact,dense,does goat cheese contain lactose,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,315,exact,dense,how much does a redo of rhinoplasty cost,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,316,exact,dense,what are young rabbits called,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,317,exact,dense,what are the uses of radon,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,318,exact,dense,cushing disease is caused by,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,319,exact,dense,consolute temperature meaning,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,320,exact,dense,Where is the river Danube and where is its source and length,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,321,exact,dense,what is spinosad,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,322,exact,dense,how long can nicotine be detected in blood,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,323,exact,dense,what is the grantor of a revocable trust,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,324,exact,dense,what is the blastula,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,325,exact,dense,what colours represent what emotions,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,326,exact,dense,why are elephants considered mammals,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,327,exact,dense,what is tax identification,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,328,exact,dense,what is a fabric that are dull,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,329,exact,dense,what was the main goal of the military reconstruction act,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,330,exact,dense,what is your spleen responsible for,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,331,exact,dense,similarities between due process and crime control models,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,332,exact,dense,what is konjac glucomannan,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,333,exact,dense,what does drostdy mean,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,334,exact,dense,talbots hourly wage,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,335,exact,dense,how to disable popups,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,336,exact,dense,what is prader willi syndrome caused by,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,337,exact,dense,what particles make up a proton,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,338,exact,dense,average age of women who get married,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,339,exact,dense,what is a balustrade,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,340,exact,dense,how to become a cna fast,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,341,exact,dense,which gene mutation is constitutive mutation gene regulation lac operon,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,342,exact,dense,what does rms mean,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,343,exact,dense,Possible health risks of consuming cilantro leaves,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,344,exact,dense,best way to find raikou in crystal,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,345,exact,dense,cost attend yale,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,346,exact,dense,how long does a felony conviction stay on your record in california,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,347,exact,dense,how much does student digs cost,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,348,exact,dense,define express included contract terms,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,349,exact,dense,how much is a lawyer on retainer,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,350,exact,dense,how to measure oven temperature,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,351,exact,dense,what kind of fossil is a petoskey stone,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,352,exact,dense,what is a novel,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,353,exact,dense,what do the arteries do in the respiratory system,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,354,exact,dense,can you connect your laptop to your xbox,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,355,exact,dense,what is a emg test,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,356,exact,dense,biological therapy definition,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,357,exact,dense,why is it called flatbush,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,358,exact,dense,what created the start of the manhattan project,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,359,exact,dense,do you store royal icing in the refrigerator,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,360,exact,dense,cost of screening for ovarian cancer,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,361,exact,dense,a common sodium deficiency is muscle cramps,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,362,exact,dense,where did ansel adams live,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,363,exact,dense,disease synonyms english,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,364,exact,dense,what does the air temperature controller do,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,365,exact,dense,how to get spin from a wedge shot,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,366,exact,dense,what makes a lava lamp work,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,367,exact,dense,can grapes cause canker sores,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,368,exact,dense,orthographic projection is a means of representing,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,369,exact,dense,tyre puncture repair cost,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,370,exact,dense,who invented the first jet plane,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,371,exact,dense,what is a lease agreement,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,372,exact,dense,what unit of wavelength is a de broglie,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,373,exact,dense,what temperature for pork ribs,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,374,exact,dense,what is albumin in urine,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,375,exact,dense,salary ranges for nurses,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,376,exact,dense,is contractor cost wages,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,377,exact,dense,what is smallest particle size a human eye can see,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,378,exact,dense,what is the going salary for market risk analyst,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,379,exact,dense,did prince have children,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,380,exact,dense,what are the differences between chromosome chromatid and chromatin,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,381,exact,dense,temperature required to stain a deck,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,382,exact,dense,what kind of diversity is in grassland,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,383,exact,dense,requirements to be a forensic toxicologist,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,384,exact,dense,what is scorpion fish adaptations,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,385,exact,dense,what is a nether crystal,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,386,exact,dense,what property do solids and liquids share,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,387,exact,dense,how long does it take to qualify for a home loan,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,388,exact,dense,what does rose quartz known for,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,389,exact,dense,what caused the great chinese famine,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,390,exact,dense,what does the name refugio mean?,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,391,exact,dense,cost of radon mitigation on a slab foundation,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,392,exact,dense,is dubai a desert,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,393,exact,dense,how long does it take to receive a insurance check,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,394,exact,dense,what is saturn second largest moon,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,395,exact,dense,what does sacramento republic fc mean,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,396,exact,dense,tablet android how to close application,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,397,exact,dense,is wollemi a town,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,398,exact,dense,what is a habitat of a wolf,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,399,exact,dense,is barcelona vs atletico madrid on tv,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,400,exact,dense,best tablet to reduce fever,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,401,exact,dense,what temperature to cook roast lamb,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,402,exact,dense,where is catalina island,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,403,exact,dense,when to claim parent as dependent,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,404,exact,dense,at what age can a fetus survive,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,405,exact,dense,should i wear a pad for discharge,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,406,exact,dense,meaning of name arman,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,407,exact,dense,what does the peripheral nervous system do,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,408,exact,dense,how can you tell if there is a problem with your transmission,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,409,exact,dense,what is there to do in penzance,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,410,exact,dense,cost of professional cleaning services,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,411,exact,dense,warning signs of someone contemplating suicide,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,412,exact,dense,what causes an upper respiratory infection,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,413,exact,dense,what is jati,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,414,exact,dense,tv character who sang the opening theme song,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,415,exact,dense,what is a retail buyer,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,416,exact,dense,how much does a pilot earn,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,417,exact,dense,what ligaments and cartilage are in middle of chest,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,418,exact,dense,what are the three types of vertebrae,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,419,exact,dense,what is physiology mean,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,420,exact,dense,what is the average pay for police officers vs the army,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,421,exact,dense,is a class a misdemeanor deportable offense to a residence,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,422,exact,dense,shedding tissues (carbuncles) in eye,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,423,exact,dense,what does algaecide do,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,424,exact,dense,sign and symptoms of pneumonia caused by bacillus subtilis,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,425,exact,dense,what is myasthenia gravis treatment,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,426,exact,dense,what kind of gravel is bad for a fish tank,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,427,exact,dense,what is south china tiger habitat location,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,428,exact,dense,how they verify overseas education,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,429,exact,dense,famous actors born in alaska,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,430,exact,dense,platelet count normal range,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,431,exact,dense,why is brassica rapa a good model organism,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,432,exact,dense,what diseases can skin rashes,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,433,exact,dense,what is oleoresin,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,434,exact,dense,pharmacist salary in oregon,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,435,exact,dense,price for chaco canyon entrance fee,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,436,exact,dense,who is jake mason,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,437,exact,dense,what age is recommended for a baby to fly,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,438,exact,dense,will a credit limit increase decline hurt your credit,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,439,exact,dense,how long should i steam crab legs,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,440,exact,dense,what factors could cause false positive for blood ethanol test,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,441,exact,dense,kilaya name meaning,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,442,exact,dense,what type of government did the bolsheviks established,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,443,exact,dense,who is the director of ncis,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,444,exact,dense,average nurse salary singapore,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,445,exact,dense,what is a shanty town,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,446,exact,dense,what is chain hotel,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,447,exact,dense,assistant professor salary in turkey,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,448,exact,dense,what type of government does djibouti have,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,449,exact,dense,what age can westies leave their mothers,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,450,exact,dense,what is polycythemia,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,451,exact,dense,how long does it take a guinea egg to hatch,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,452,exact,dense,html stop underline button text,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,453,exact,dense,average price of hernia surgery in chicago,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,454,exact,dense,neutrophil normal range,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,455,exact,dense,limit of aspirin dose for antiplatelet therapy,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,456,exact,dense,what is ferroelectric material,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,457,exact,dense,what creates earthquakes,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,458,exact,dense,how much does it cost to build house,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,459,exact,dense,bad gasoline how to clean carburetor,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,460,exact,dense,what is the main function of the superior vena cava,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,461,exact,dense,how much to pay for drywall work,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,462,exact,dense,lyme disease what determines geographical region,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,463,exact,dense,how much does it cost for varicose vein removal,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,464,exact,dense,what is chromatography,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,465,exact,dense,how fast do pandas run,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,466,exact,dense,two basic tissues of which the skin is composed are,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,467,exact,dense,jackie chan net worth,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,468,exact,dense,swamp definition,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,469,exact,dense,process procedure definition,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,470,exact,dense,what is a compound noun in english,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,471,exact,dense,how long does it take for a baby to be fully developed,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,472,exact,dense,how much does a afghan hound cost,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,473,exact,dense,how much does it cost to rebook a skills test,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,474,exact,dense,calories in a rasgulla,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,475,exact,dense,what is the average temperature in pei in july,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,476,exact,dense,what does it mean dysbacteriosis,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,477,exact,dense,cost to replace check valve on well pump,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,478,exact,dense,what is speed of an object,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,479,exact,dense,how long can you keep hard boiled eggs in the fridge before they go bad,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,480,exact,dense,what is a patent attorney,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,481,exact,dense,what is pregnyl used for,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,482,exact,dense,what is habu sake,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,483,exact,dense,does transcription require dna polymerase,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,484,exact,dense,barite is in what mineral group,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,485,exact,dense,tiny house can i convert a modular home,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,486,exact,dense,texas When does the legislature meet?,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,487,exact,dense,what is public health model,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,488,exact,dense,what is the alaskan delta mountain range,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,489,exact,dense,What are the symptoms and causes of conjunctivitis,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,490,exact,dense,what does viral infection means,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,491,exact,dense,why is genetic engineering bad for humans,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,492,exact,dense,"what are NK cells, scientific name",0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,493,exact,dense,are scissor jacks dangerous,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,494,exact,dense,what does the name colleen mean,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,495,exact,dense,what is echocardiogram test,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,496,exact,dense,where does king salmon live,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,497,exact,dense,what is the kaaba and where is it located,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,498,exact,dense,how long should lambs nurse till weaned,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,499,exact,dense,why is msg unhealthy,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,500,exact,dense,what is the one part of a nucleotide that differs,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,501,exact,dense,what can you find within the nucleus of a cell,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,502,exact,dense,what is naive,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,503,exact,dense,why did the first battle of bull run happen,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,504,exact,dense,In what form is carbohydrate stored in the body,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,505,exact,dense,what is websense,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,506,exact,dense,meaning dream of man lying in pool of blood,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,507,exact,dense,Motor neurons are considered to be what type of neurons,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,508,exact,dense,is the levator palpebrae superioris an extraocular muscle,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,509,exact,dense,what is an mri,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,510,exact,dense,state the names of two scientists who helped develop the periodic table,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,511,exact,dense,difference between greek and roman culture,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,512,exact,dense,what does altimeter mean,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,513,exact,dense,what is the average salary of pilot in india,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,514,exact,dense,what is shown by a frequency polygon,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,515,exact,dense,what is usenix,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,516,exact,dense,what damage does nicotine do to your body,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,517,exact,dense,how long does it take to drive from st louis to detroit,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,518,exact,dense,what is cetirizine hydrochloride,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,519,exact,dense,how much does it cost to join the masters golf club,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,520,exact,dense,which blood test is for folate,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,521,exact,dense,what is the cause of HPV,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,522,exact,dense,"average gas in harrisonburg, va",1.0,1.0,1.0,1.0,0.2739
MS-MARCO,523,exact,dense,what is the incubation period for chlamydia,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,524,exact,dense,how tall was lebron james parents,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,525,exact,dense,how much do marketers earn,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,526,exact,dense,does using a proxy server hide from your isp?,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,527,exact,dense,what is the structure of vyvanse,0.0,0.0,1.0,0.25,0.2739
